Date,RMS P.O,Part Received,Vendor,Promise date,Notes,Vendor Contact,Recieved Date,Carrier,Trackin/Pro#,L,W,H,Weight,Inbound Shipping Charges,Date,Customer,Customer P.O,RMS Invoice #,Ship To,Line #,HS code,Shipped,Invoice Status,L,W,H,Weight,Carrier,Tracking/ Pro#,Crating/ Handling charges,Ship out Charges,Customer contact,Notes
3/6/2025,9742,QTY 2 Packing Set PN RPACKX00022,Novaspect,,,,3/11/2025,FeDeX,286280312819,,,,2LBS,,,GE,42300208122,,GE Energy Parts. ATLANTA,,,4/7/2025,,11,9,7,1,FedEx,880321164341,,,,
3/11/2025,9743,QTY 2 REPAIT KIT PN R67CFRX0012 ,Novaspect,1-2 Weeks,,,3/25/2025,FeDeX,286754388095,,,,2LBS,,,GE,42300207056,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/11/2025,9744,QTY 6 FILTER PN HC8300FRT30ZYGE,RMS,,,,,,,,,,,,,GE,42300206083,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/12/2025,9745,QTY1 BEARING SEAL INBOARDPN 01303783 - QTY1 BEARING SEAL OUTBOARD PN 05671322  QTY1 ,Motion,Stock,,,3/28/2025,UPS,1ZE9W0210300666553,,,,1.00 LBS,,,GE,42300207394,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/12/2025,9746,QTY2 GASKET SET PN RGASKETX212,Novaspect,,,,3/14/2025,FeDeX,286394963344,,,,4LBS,,,GE,42300204432,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/12/2025,9747,QTY1 Packing Set P/N RPACKX00022,Novaspect,,,,3/14/2025,FeDeX,286394963344,,,,4LBS,,,GE,42300204496,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/12/2025,9748,QTY 3 GASKET PN 231-11-1051,Buffalo,2 Weeks,,,,,,,,,,,,GE,42300205170,,GE Energy Parts. ATLANTA,,,4/9/2025,,16,12,1,1.00 LBS,FedEx,880429939048,,,,
3/12/2025,9749,QTY 8 HORN PN YL5-D50-R-RF-WR,AJV,5/9/2025,,,,,,,,,,,,Jords,112542,,,,,,,,,,,,,,,,
3/19/2025,9750,QTY 5 MINI FLOW SWITCH PN V10-SS,Newark,3/19/2025,,,,,,,,,,,,Jords,112655,,YMD,,,3/22/2025,,,,,,DHL,8220622900,,,,
 3/19/2025,9751,QTY 20 GAUGE  PN 120-SA-10-00,Lesman,4/29/2025,,,4/15/2025,UPS,1Z6208880311781570,,,,42LBS,,,Jords,112730,,"CONTACT AT
MPANNEERSELVAM@JORDENERGY.COM.AU,
YJZHANG@JORDENERGY.COM.AU",,,,,,,,,,,,,,
3/24/2025,9752,QTY10 QUICK EXHAUST VALVE PN 0RB25B,Ritter,4/18/2025,,,4/18/2025,UPS,1Z6067730355720563,,,,4.20 LBS,,,GE,42300210726,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/27/2025,9753,"QTY2 L-225 HUB 1-5/8 X 3/8  PN 68514412434, QTY2 Lovejoy L225 coupling half, 1-1/4"" x 5/16"", p/n
 68514435754, QTY2 L-225 INSERT HYTREL OCT OPEN CENTER
 PN 68514412400",BSF,,,,,,,,,,,,,GE,42300211205,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/27/2025,9754,"QTY16 DUST GUARD PN 1800822-1, QTY1 CYLINDER PN 10028032-KIT1,QTY1 CYLINDER PN 10028028-KIT1",MSA,4/14/2025,,,,UPS,"Line 1 1Z9090790342322586
Line 2 1Z1881500362606608",,,,"Line 1: 3 LBS
Line 2: 24LBS",,,GE,42300211564,,GE Energy Parts. ATLANTA,,,Line 1 04/16/2025,,9,8,4,2.00 LBS,FedEx,880587048775,,,,
3/27/2025,9755-1,"QTY1 Filter PN 49522-101, QTY1 CRN Registration for Quebec",RP Adams,9/4/2025,,,,,,,,,,,,GE,42300209901,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
3/27/2025,9756,"QTY2  Ball Valve PN 1"" 88-TH-0100-SXX QTY2 A-T CONTROLS DOCUMENTATION
 MATERIAL TEST REPORTS",Lesman,4/21/2025,,,,,,,,,,,,GE,42300209897,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
 3/27/2025,9757-1,QTY2 PRESSURE SWITCH PN  4288396 QTY2  3344086 GENERAL QUOTE TRACKER ITT NEODYNE C OF C,FORBERG,5/15/2025,,,4/24/2025,UPS,Forberg ref in label: S115313515.001,,,,,,,GE,42300209897,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
 3/27/2025,9758,"QTY1 KIT,REPAIR PN RPACKX00022 QTY2 O-RING PN 10A3482X022 QTY2  SEAL RING PN 10A3484X012",Novaspect,,,,4/14/2025,Fedex,287465062666,10,7,5,1LBS,,,GE,42300207014,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
 3/31/2025,9759,QTY1 T316 1/4 IPS SS CAP PN Q-T6CAP QTY1  T316 1/2X1/4 IPS SS HEX BUSHING PN HXQ-T6BUSH,Stockyards Industrial Supply,,,,,,,,,,,,,GE,42300209901,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/4/2025,9760,QTY1 Thermeez Woven PN 397-81PS, COTRONICS CORPORATION,4/21/2025,,,4/23/2025,UPS,1Z1619370363144028 ,,,,3.4 LBS,,,Jords,112709,,,,,,,,,,,,,,,,
4/7/2025,9761,"QTY1 Elbow, 1/2 PN 8-12FBZ-SS, QTY1  Union, Elbow, 3/8 PN 6-6EBZ-SS, Connector, Male PN 8-12 FBZ-SS",Moody Price,,,,4/4/2025,UPS,1Z7066790361303402,,,,,,,GE,42300209901,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/9/2025,9762,QTY 1  TRC ELEMENT 180 RUBBER PN TRC180E,Stock,,,,,,,,,,,,,GE,42300209415,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/9/2025,9763,QTY 2  KIT REPAIR PN R67CFRX0012,Novaspect,,,,4/16/2025,Fedex,287575486039,12,11,7,2.00 LBS,,,GE,42300212867,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/9/2025,9764,"QTY 2  KIT,REPAIR PN RPACKX00022 QTY 1 O'Ring PN 10A3482X022 QTY 4 Seal Ring PN 10A3484X012",Novaspect,,,,,,,,,,,,,GE,42300212854,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/10/2025,9765,QTY1 Suction Strainer Dayton PN: 1P812,Grainger,,,,4/11/2025,Fedex,450955676339,,,,19.5LBS,,3/21/2025,Jords,112805,,Contact ECI,,,,,,,,,,,,,,
4/10/2025,9766,QTY 1  FLOTECT LVL SWITCH PN L6EPS-S-S-3-A-CSA,Lesman,,,,4/21/2025,UPS,1Z6208880311787814,,,,3.40 LBS,,,GE,42300213349,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/11/2025,9767,"QTY 2  URETHANE BUMPER PN 03188003, QTY 4 LOAD RUNNER PN 02307687",MOTION,,,,,,,,,,,,,Jords,111718,,,,,,,,,,,,,,,,
4/13/2025,9768,"QTY3 Packing Set, P/N RPACKX00022",Novaspect,,,,,,,,,,,,,GE,42300213899,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/13/2025,9769,"QTY1  GASKET SET, PN RGASKETX212",Novaspect,,,,4/16/2025,Fedex,287597476363,13,11,7,3.00 LBS,,4/11/2025,GE,42300213798,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/15/2025,9770,"QTY1 Packing Set, P/N RPACKX00022",Novaspect,5/5/2025,,,4/23/2025,Fedex,287823494038,10,6,5,1.00 LBS,,,GE,42300214433,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/15/2025,9771,"QTY2 Gasket Set,Over 450F, P/N RGASKETX212",Novaspect,4/25/2025,,,4/24/2025,Fedex,287867838987,12,10,7,2.00 LBS,,,GE,42300214365,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
,9772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2025,9773,QTY1  Thermal Service Ball Valve PN SS-T65MF12,Swagelok,,Order cancelled,,,,,,,,,,,Jords,113013 - Order cancelled,,,,,,,,,,,,,,,,Swagelok items have to be purchase in local suppliers - Saudi Arabia
4/23/2025,9774,QTY2  IMPELLER NUT PN 4779-0100-IMPN,Stock,,,,,,,,,,,,,GE,42300215436,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/25/2025,9775,"QTY2  CHECK VALVE TITAN CV41-DI 6"" PN
 249-51-1082",Buffalo Pumps,,,,,,,,,,,,,GE,42300215847,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/28/2025,9776,"QTY 2 L-225 HUB 1-1/4 X 5/16 
QTY 2 L-225 INSERT HYTREL", MDS of Michigan,,,,,,,,,,,,,GE,42300206186,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/28/2025,9776,"QTY 2 L-225 HUB 1-1/4 X 5/16 
QTY 2 L-225 HUB 1-5/8 X 3/8 L
QTY 2 L-225 INSERT HYTREL", MDS of Michigan,,,,,,,,,,,,,GE,42300211205,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
4/28/2025,9776,"QTY 1 L-225 HUB 1-1/4 X 5/16 
QTY 1 L-225 INSERT HYTREL", MDS of Michigan,,,,,,,,,,,,,GE,42300212322,,GE Energy Parts. ATLANTA,,,,,,,,,,,,,,
